marca,sku,cat,producto,combinado,url
Mercury,2602001C0022918,"Aseo, Baños y Cocinas",Llave Lavaplatos Mesón Flexible,"Mercury Aseo, Baños y Cocinas Llave Lavaplatos Mesón Flexible",https://s3.amazonaws.com/co-prod-shared-images/9abfe43c-f1ea-4b16-a2e1-49c5ca369dad
Mercury,1202001C0029348,Ferretería,Candado Mercury Negro 20,Mercury Ferretería Candado Mercury Negro 20,https://s3.amazonaws.com/co-prod-shared-images/cbcd040b-57c0-4d7b-9caf-81e76e50e0ca
Mercury,1707200C0022890,Electricos,Plafón Roseta Policarbonato E27 Premium,Mercury Electricos Plafón Roseta Policarbonato E27 Premium,https://s3.amazonaws.com/co-prod-shared-images/04367553-bd88-4f54-9fa5-074d517d5afc
Mercury,1203010C0028393,Ferretería,Cinta Aislante 5 m Azul Certificación Ul,Mercury Ferretería Cinta Aislante 5 m Azul Certificación Ul,https://s3.amazonaws.com/co-prod-shared-images/c201b983-198e-42eb-83c9-705cdfddb1d6
Mercury,1202001C0035062,Ferretería,Candado Mercury Redondo 50,Mercury Ferretería Candado Mercury Redondo 50,https://s3.amazonaws.com/co-prod-shared-images/f353cc1c-9bf3-4d20-88ba-60007cce43f5
Mercury,1707300C0028439,Electricos,"Panel Led 12W 6"" Blanco Redondo Incrustar","Mercury Electricos Panel Led 12W 6"" Blanco Redondo Incrustar",https://s3.amazonaws.com/co-prod-shared-images/22b6e6bf-52aa-4850-b003-a5efbc5a53bd
Mercury,2601800C0024604,"Aseo, Baños y Cocinas",Válvula de Llenado Universal Plus Graduable,"Mercury Aseo, Baños y Cocinas Válvula de Llenado Universal Plus Graduable",https://s3.amazonaws.com/co-prod-shared-images/5cbb426d-4ec8-489c-ac0a-775533a62e6e
Mercury,1705200C0024551,Electricos,Interruptor Sencillo Conmutable Blanco,Mercury Electricos Interruptor Sencillo Conmutable Blanco,https://s3.amazonaws.com/co-prod-shared-images/324773fe-fdc9-4ff0-86b7-cc830f46a329
Mercury,1202120C0024600,Ferretería,Chapa Baño Metalica Cromada,Mercury Ferretería Chapa Baño Metalica Cromada,https://s3.amazonaws.com/co-prod-shared-images/e2a6f3e3-f8e4-4031-867a-32491bfe34df
Mercury,1707300C0022791,Electricos,"Panel LED 6W 4"" Blanco Redondo Incrustar","Mercury Electricos Panel LED 6W 4"" Blanco Redondo Incrustar",https://s3.amazonaws.com/co-prod-shared-images/a612cf22-a047-439e-bb8e-2ca9db926916
Mercury,1202001C0035059,Ferretería,Candado Mercury Anticizalla Horizontal 60,Mercury Ferretería Candado Mercury Anticizalla Horizontal 60,https://s3.amazonaws.com/co-prod-shared-images/f8b5981c-7386-4fe0-97b3-2d7e085bc8f9
Mercury,1202120C0024601,Ferretería,Chapa Baño Madera Oscura,Mercury Ferretería Chapa Baño Madera Oscura,https://s3.amazonaws.com/co-prod-shared-images/235eb1d4-6733-4ade-bf57-854e0d112520
Mercury,1702210C0022906,Electricos,Canaleta Plastica 20 mm*10 mm*2 m -Adhesivo,Mercury Electricos Canaleta Plastica 20 mm*10 mm*2 m -Adhesivo,https://s3.amazonaws.com/co-prod-shared-images/f196517b-0833-4417-8fea-0eff45581add
Mercury,1707200C0022892,Electricos,Plafón Roseta Plástico E27,Mercury Electricos Plafón Roseta Plástico E27,https://s3.amazonaws.com/co-prod-shared-images/d066bc93-0af4-487f-8972-52a6e69a4175
Mercury,1708320C0022847,Electricos,Extensión Eléctrica Naranja 10 m,Mercury Electricos Extensión Eléctrica Naranja 10 m,https://s3.amazonaws.com/co-prod-shared-images/d81a7ca2-0cea-4b57-83a2-670abad22c98
Mercury,1202001C0035060,Ferretería,Candado Mercury Intemperie 40,Mercury Ferretería Candado Mercury Intemperie 40,https://s3.amazonaws.com/co-prod-shared-images/f57525f2-8dd3-4915-8a9c-c3316f456216
Mercury,1202120C0024596,Ferretería,Chapa Baño Madera Security,Mercury Ferretería Chapa Baño Madera Security,https://s3.amazonaws.com/co-prod-shared-images/b63a593c-19b1-40a6-a686-ed853c42f5f5
Mercury,1707300C0028440,Electricos,"Panel Led 18W 8"" Blanco Redondo Incrustar","Mercury Electricos Panel Led 18W 8"" Blanco Redondo Incrustar",https://s3.amazonaws.com/co-prod-shared-images/806c375d-eba8-4806-897c-578eea3a17ce
Mercury,1707010C0022812,Electricos,Bombillo LED E27 12W 6500K Luz blanca,Mercury Electricos Bombillo LED E27 12W 6500K Luz blanca,https://s3.amazonaws.com/co-prod-shared-images/568529c9-8ab7-40eb-a339-31bf68bb5e2d
Mercury,1707300C0022795,Electricos,"Panel LED 18W 8"" Blanco Redondo Sobreponer","Mercury Electricos Panel LED 18W 8"" Blanco Redondo Sobreponer",https://s3.amazonaws.com/co-prod-shared-images/1f443227-efe1-42d2-b3e6-1ed9be4837dc
Mercury,2602100C0024606,"Aseo, Baños y Cocinas",Llave Lavaplatos Mesón Flexible Acero Inox,"Mercury Aseo, Baños y Cocinas Llave Lavaplatos Mesón Flexible Acero Inox",https://s3.amazonaws.com/co-prod-shared-images/3c6e5cce-d12a-452b-aecb-12af21464f21
Mercury,1707010C0022813,Electricos,Bombillo LED E27 15W 6500K Luz blanca,Mercury Electricos Bombillo LED E27 15W 6500K Luz blanca,https://s3.amazonaws.com/co-prod-shared-images/cec833b8-369f-460a-90af-f3ec009ef913
Mercury,1203010C0028399,Ferretería,Cinta Aislante 5 m Gris Certificación Ul,Mercury Ferretería Cinta Aislante 5 m Gris Certificación Ul,https://s3.amazonaws.com/co-prod-shared-images/27f1e18f-3892-408b-acaf-e310a5d02837
Mercury,2601520C0022924,"Aseo, Baños y Cocinas","Ducha Agua Fria 6"" Redonda Acero Inoxidable","Mercury Aseo, Baños y Cocinas Ducha Agua Fria 6"" Redonda Acero Inoxidable",https://s3.amazonaws.com/co-prod-shared-images/2bdb9b6a-6f27-44c6-a422-8e6ff93d14e7
Mercury,1203010C0024527,Ferretería,Cinta 5 m Aislante Negra,Mercury Ferretería Cinta 5 m Aislante Negra,https://s3.amazonaws.com/co-prod-shared-images/52557a51-aeb2-45bd-8a19-9e016d146ce5
Mercury,1707300C0022794,Electricos,"Panel LED 12W 6"" Blanco Redondo Sobreponer","Mercury Electricos Panel LED 12W 6"" Blanco Redondo Sobreponer",https://s3.amazonaws.com/co-prod-shared-images/f3b58fcd-9273-44b3-a428-e07f8ae3fa2c
Mercury,1202001C0024588,Ferretería,Candado Mercury Cromado 50,Mercury Ferretería Candado Mercury Cromado 50,https://s3.amazonaws.com/co-prod-shared-images/f682e3e3-e0c1-4090-a404-80b4a3d4261f
Mercury,1707010C0022810,Electricos,Bombillo LED E27 7W 6500K Luz blanca,Mercury Electricos Bombillo LED E27 7W 6500K Luz blanca,https://s3.amazonaws.com/co-prod-shared-images/5d16bc8e-4b0a-4cef-a073-cb9fb45ada54
Mercury,1707010C0022814,Electricos,Bombillo LED E27 20W 6500K Luz blanca,Mercury Electricos Bombillo LED E27 20W 6500K Luz blanca,https://s3.amazonaws.com/co-prod-shared-images/6e01da05-c96a-4cf5-9880-1c8a071dc2b8
Mercury,1202001C0024595,Ferretería,Candado Mercury Intemperie 60,Mercury Ferretería Candado Mercury Intemperie 60,https://s3.amazonaws.com/co-prod-shared-images/1554b916-7e8b-4e6b-9b8a-f505f4e8c681
Mercury,2601520C0022922,"Aseo, Baños y Cocinas","Ducha Agua Fria 6"" Cuadrada Acero Inoxidable","Mercury Aseo, Baños y Cocinas Ducha Agua Fria 6"" Cuadrada Acero Inoxidable",https://s3.amazonaws.com/co-prod-shared-images/d01f16b9-e66f-4df4-bf90-01f2d411cc0f
Mercury,1707300C0022789,Electricos,"Panel LED 3W 2.5"" Blanco Redondo Incrustar","Mercury Electricos Panel LED 3W 2.5"" Blanco Redondo Incrustar",https://s3.amazonaws.com/co-prod-shared-images/41cf30de-47fe-42f3-8178-f4d026028110
Mercury,1703001C0024518,Electricos,Breaker 1P 20A Enchufable,Mercury Electricos Breaker 1P 20A Enchufable,https://s3.amazonaws.com/co-prod-shared-images/966d3f29-ce49-4baf-b419-2923f31722b0
Mercury,2601520C0022925,"Aseo, Baños y Cocinas","Ducha Agua Fria 8"" Redonda Acero Inoxidable","Mercury Aseo, Baños y Cocinas Ducha Agua Fria 8"" Redonda Acero Inoxidable",https://s3.amazonaws.com/co-prod-shared-images/f26699a7-049b-493e-8f0d-88906fea8253
Mercury,1705200C0024555,Electricos,Toma + Interruptor Blanco,Mercury Electricos Toma + Interruptor Blanco,https://s3.amazonaws.com/co-prod-shared-images/e5995b50-f015-4eb5-b58d-19d5675532ae
Mercury,1707010C0022811,Electricos,Bombillo LED E27 9W 6500K Luz blanca,Mercury Electricos Bombillo LED E27 9W 6500K Luz blanca,https://s3.amazonaws.com/co-prod-shared-images/2115d37b-6842-43d5-9f44-ca8a50f0da73
Mercury,1707010C0022815,Electricos,Bombillo LED E27 30W 6500K Luz blanca,Mercury Electricos Bombillo LED E27 30W 6500K Luz blanca,https://s3.amazonaws.com/co-prod-shared-images/486a4744-5430-42d9-9020-753575a184b7
Mercury,1203010C0028396,Ferretería,Cinta Aislante 5 m Verde Certificación Ul,Mercury Ferretería Cinta Aislante 5 m Verde Certificación Ul,https://s3.amazonaws.com/co-prod-shared-images/7cdc81a0-5cb5-4b66-98f6-41debd17560e
Mercury,1202120C0024598,Ferretería,Chapa Alcoba Madera Oscura,Mercury Ferretería Chapa Alcoba Madera Oscura,https://s3.amazonaws.com/co-prod-shared-images/57469638-9c41-4670-8611-64a876e09fc5
Mercury,2501240C0022921,Herramientas,"Llave Jardín Terminal 1/2"" Pesada Cromada","Mercury Herramientas Llave Jardín Terminal 1/2"" Pesada Cromada",https://s3.amazonaws.com/co-prod-shared-images/31738de7-b4fb-4fbb-825e-02bb6852578d
Mercury,1707010C0024639,Electricos,Bombillo Led 40W E27 Alta Calidad,Mercury Electricos Bombillo Led 40W E27 Alta Calidad,https://s3.amazonaws.com/co-prod-shared-images/4c4a0d85-27ee-4918-acba-79b1b02ac444
Mercury,1202120C0024597,Ferretería,Chapa Alcoba Metalica Cromada,Mercury Ferretería Chapa Alcoba Metalica Cromada,https://s3.amazonaws.com/co-prod-shared-images/d6732667-94ba-477b-80b7-b0eced60ea58
Mercury,1202120C0024587,Ferretería,Chapa Alcoba Madera Clara,Mercury Ferretería Chapa Alcoba Madera Clara,https://s3.amazonaws.com/co-prod-shared-images/84cee4b9-ef5a-42f8-afae-ec164ed64c13
Mercury,1202001C0035063,Ferretería,Candado Mercury Redondo 60,Mercury Ferretería Candado Mercury Redondo 60,https://s3.amazonaws.com/co-prod-shared-images/60da98ac-1d41-4c5c-8b1a-b00f165316de
Mercury,1705200C0024552,Electricos,Interruptor Doble Conmutable Blanco,Mercury Electricos Interruptor Doble Conmutable Blanco,https://s3.amazonaws.com/co-prod-shared-images/b87bedfb-e65c-44b4-97cd-7da901076205
Mercury,1202001C0024594,Ferretería,Candado Mercury Intemperie 50,Mercury Ferretería Candado Mercury Intemperie 50,https://s3.amazonaws.com/co-prod-shared-images/ea45c5fd-3b13-4d72-a868-80ce87755cad
Mercury,1705200C0024554,Electricos,Toma Doble Polo Tierra Blanco,Mercury Electricos Toma Doble Polo Tierra Blanco,https://s3.amazonaws.com/co-prod-shared-images/703ce6e7-6e57-4a0e-81de-6e84ca7d856f
Mercury,1707300C0022792,Electricos,"Panel LED 9W 5"" Blanco Redondo Incrustar","Mercury Electricos Panel LED 9W 5"" Blanco Redondo Incrustar",https://s3.amazonaws.com/co-prod-shared-images/f75bcd2c-256c-472f-9d7e-80ac998f5d1d
Mercury,1707010C0022808,Electricos,Bombillo LED E27 5W 6500K Luz blanca,Mercury Electricos Bombillo LED E27 5W 6500K Luz blanca,https://s3.amazonaws.com/co-prod-shared-images/38746971-c191-4a01-aac1-8e2d5da2f48b
Mercury,1707010C0022803,Electricos,Bombillo LED Vela E27 5W 6500K Luz blanca,Mercury Electricos Bombillo LED Vela E27 5W 6500K Luz blanca,https://s3.amazonaws.com/co-prod-shared-images/3028da75-0a04-48fe-ab0b-e72094015ba5
Mercury,1708300C0022835,Electricos,Multitoma S/Picos 6 Salidas P/T Cable 1M Beige,Mercury Electricos Multitoma S/Picos 6 Salidas P/T Cable 1M Beige,https://s3.amazonaws.com/co-prod-shared-images/59297e0b-df29-4216-9c18-0f535f41ba06
Mercury,1202001C0024593,Ferretería,Candado Mercury Anticizalla Horizontal 80,Mercury Ferretería Candado Mercury Anticizalla Horizontal 80,https://s3.amazonaws.com/co-prod-shared-images/fa0da4ee-46cf-45ca-b7ab-1983e90f2953
Mercury,1707200C0022883,Electricos,Benjamín Cadena Cafe,Mercury Electricos Benjamín Cadena Cafe,https://s3.amazonaws.com/co-prod-shared-images/ff732240-ba5b-4a04-9e3a-ac931617e118
Mercury,1707120C0028450,Electricos,Lampara Acrílico 2 x 18 W 120 cm Antipolvo,Mercury Electricos Lampara Acrílico 2 x 18 W 120 cm Antipolvo,https://s3.amazonaws.com/co-prod-shared-images/715eab6d-e027-42ab-922f-74f85b7c69a4
Mercury,1707500C0022817,Electricos,Tubo LED T8 18W 6500K,Mercury Electricos Tubo LED T8 18W 6500K,https://s3.amazonaws.com/co-prod-shared-images/b8c1953d-7e3c-485a-87ef-9b72d0ba2452
Mercury,1202001C0029352,Ferretería,Candado Mercury de Clave Maletero Bronce,Mercury Ferretería Candado Mercury de Clave Maletero Bronce,https://s3.amazonaws.com/co-prod-shared-images/170d2e84-3575-4c8d-8ed0-45341c0c41b4
Mercury,1707010C0024640,Electricos,Bombillo Led 50W E27 Alta Calidad,Mercury Electricos Bombillo Led 50W E27 Alta Calidad,https://s3.amazonaws.com/co-prod-shared-images/9151d811-2bb3-4d15-b6d1-0a848fc3f77d
Mercury,1203010C0028397,Ferretería,Cinta Aislante 15 m Gris Certificación Ul,Mercury Ferretería Cinta Aislante 15 m Gris Certificación Ul,https://s3.amazonaws.com/co-prod-shared-images/f094b884-b972-4b0d-b860-766a4e5be609
Mercury,1705200C0024553,Electricos,Interruptor Triple Conmutable Blanco,Mercury Electricos Interruptor Triple Conmutable Blanco,https://s3.amazonaws.com/co-prod-shared-images/9bfde758-a317-45a8-a2a6-3c591d467ef6
Mercury,1707010C0028424,Electricos,Bombillo Led  3-Aspas Escualizable 30W 6500K,Mercury Electricos Bombillo Led  3-Aspas Escualizable 30W 6500K,https://s3.amazonaws.com/co-prod-shared-images/5d0ee163-b6aa-4d55-9be6-93b4e2bb8813
Mercury,1707300C0028441,Electricos,"Panel Led 24W 10"" Blanco Redondo Incrustar","Mercury Electricos Panel Led 24W 10"" Blanco Redondo Incrustar",https://s3.amazonaws.com/co-prod-shared-images/8746c4a3-5a42-4a3f-95e7-08cb251e5647
Mercury,1708320C0022838,Electricos,Extensión Dúplex 2x14 6FT (1.8m) Linea hogar,Mercury Electricos Extensión Dúplex 2x14 6FT (1.8m) Linea hogar,https://s3.amazonaws.com/co-prod-shared-images/7bfc9b4f-e01e-486c-afd4-72a0c7e8bcfa
Mercury,1202001C0029351,Ferretería,Candado Mercury Cromado 25,Mercury Ferretería Candado Mercury Cromado 25,https://s3.amazonaws.com/co-prod-shared-images/b45f4b79-c59f-4188-b7d8-23a31569d2b4
Mercury,1707200C0022884,Electricos,Roseta Plástica E27 2 Piezas,Mercury Electricos Roseta Plástica E27 2 Piezas,https://s3.amazonaws.com/co-prod-shared-images/3abf8886-05de-411e-97c5-e0946ab76315
Mercury,2601520C0024602,"Aseo, Baños y Cocinas","Ducha Agua Fría 10"" Cuadrada Acero Inox","Mercury Aseo, Baños y Cocinas Ducha Agua Fría 10"" Cuadrada Acero Inox",https://s3.amazonaws.com/co-prod-shared-images/75620f88-5bdd-4dfb-9494-b5c3256dc6e6
Mercury,1202100C0035057,Ferretería,Cerradura Auxiliar de Seguridad,Mercury Ferretería Cerradura Auxiliar de Seguridad,https://s3.amazonaws.com/co-prod-shared-images/0960b163-bf40-424b-8ea0-288bb38b84fe
Mexalit,14016501R031623,Tejas,Lamina Plastica Roja Opaca P-3 10 Ondas 1.2 mm - 0.76 m x 1.22 m,Mexalit Tejas Lamina Plastica Roja Opaca P-3 10 Ondas 1.2 mm - 0.76 m x 1.22 m,https://s3.amazonaws.com/mx-prod-shared-images/f38931fe-0c60-4908-8628-f147e973dfb6
Mexalit,14013001R015547,Tejas,Lamina NG P-7 GRIS 6 Ondas 6mm 1.00m x 2.60m,Mexalit Tejas Lamina NG P-7 GRIS 6 Ondas 6mm 1.00m x 2.60m,https://s3.amazonaws.com/mx-prod-shared-images/2eb0f196-8bed-4e30-8edf-6a8f46df63a0
Mexalit,14016501R031627,Tejas,Lamina Plastica Roja Opaca P-4 12 Ondas 1.4 mm - 1.18 m x 3.05 m,Mexalit Tejas Lamina Plastica Roja Opaca P-4 12 Ondas 1.4 mm - 1.18 m x 3.05 m,https://s3.amazonaws.com/mx-prod-shared-images/ff47284d-41ad-4d1d-bca0-93dc739d9c98
Mexalit,14016501R031621,Tejas,Lamina Plastica Roja Opaca P-3 10 Ondas 1.2 mm - 0.76 m x 3.15 m,Mexalit Tejas Lamina Plastica Roja Opaca P-3 10 Ondas 1.2 mm - 0.76 m x 3.15 m,https://s3.amazonaws.com/mx-prod-shared-images/eef59a4f-7af6-431e-ab24-9768fa6557c9
Mexalit,14016501R015553,Tejas,Lamina Plastica Roja Opaca P-3 10 Ondas 1.2 mm - 0.76 m x 2.44 m,Mexalit Tejas Lamina Plastica Roja Opaca P-3 10 Ondas 1.2 mm - 0.76 m x 2.44 m,https://s3.amazonaws.com/mx-prod-shared-images/74ddc689-aa84-4c40-ac1c-fc6f1123087e
Mexalit,14016501R031628,Tejas,Lamina Plastica Roja Opaca P-4 12 Ondas 1.4 mm - 1.18 m x 3.66 m,Mexalit Tejas Lamina Plastica Roja Opaca P-4 12 Ondas 1.4 mm - 1.18 m x 3.66 m,https://s3.amazonaws.com/mx-prod-shared-images/ab45af74-c563-47cf-838e-46503e8434ec
Mexalit,14016501R031632,Tejas,Lamina Plastica Roja Opaca P-7 6 Ondas 1.4 mm - 0.98 m x 2.44 m,Mexalit Tejas Lamina Plastica Roja Opaca P-7 6 Ondas 1.4 mm - 0.98 m x 2.44 m,https://s3.amazonaws.com/mx-prod-shared-images/34aaf618-a23a-430b-8360-474c3f143b32
Mezcla Brava,1902001D6023708,Quimicos-Polvos,Pega Pisos x 20 kg,Mezcla Brava Quimicos-Polvos Pega Pisos x 20 kg,https://s3.amazonaws.com/mx-prod-shared-images/726e86e1-18b1-437b-aecd-bec01d8812ca
Mi Lámina,1401210DJ039372,Tejas,Lámina Acanalada Galvalume Cal 32 STD R72 - 0.72 m x 3.05 m,Mi Lámina Tejas Lámina Acanalada Galvalume Cal 32 STD R72 - 0.72 m x 3.05 m,https://s3.amazonaws.com/mx-prod-shared-images/fd944534-9299-4e4b-8ff1-d4bd2172c900
Multimarca,180350074074362,EPP,"(Sh) Rejilla 3"" x 2"" Sosco Plata","Multimarca EPP (Sh) Rejilla 3"" x 2"" Sosco Plata",https://s3.amazonaws.com/co-prod-shared-images/002d7b5e-18ac-403e-bd60-16b1e6feee0c
Multimarca,270223074072552,EPP,(Sh) Organizador Zapatos 4 Niveles,Multimarca EPP (Sh) Organizador Zapatos 4 Niveles,https://s3.amazonaws.com/co-prod-shared-images/01abec1b-c8d3-43cc-9f35-091ea55f0e66
Multimarca,270223074072540,EPP,(Sh) Organizador Colgante 10 Divisiones Zigzag,Multimarca EPP (Sh) Organizador Colgante 10 Divisiones Zigzag,https://s3.amazonaws.com/co-prod-shared-images/00b9137a-a9af-4643-a513-891f5949411a
Multimarca,190220074072942,"Aseo, Baños y Cocinas",(Sh) Pi-Pa Ceramico Diamante Nuvolato 60X120 2.16M2,"Multimarca Aseo, Baños y Cocinas (Sh) Pi-Pa Ceramico Diamante Nuvolato 60X120 2.16M2",https://s3.amazonaws.com/co-prod-shared-images/2f58e162-eb47-481f-b9bf-32a197942878
Multimarca,100450074048005,Quimicos-Polvos,(Sh) Yeso blanco yeso 1 kilo,Multimarca Quimicos-Polvos (Sh) Yeso blanco yeso 1 kilo,https://s3.amazonaws.com/co-prod-shared-images/16b0dc1d-03c4-4fc7-88d6-85354bcf65a2
Multimarca,260100174073385,"Aseo, Baños y Cocinas",(Sh) Combo Andino 4 Piezas Blanco,"Multimarca Aseo, Baños y Cocinas (Sh) Combo Andino 4 Piezas Blanco",https://s3.amazonaws.com/co-prod-shared-images/368715d6-8426-45e3-a889-116bce344a3c
Multimarca,270223074048583,EPP,(Sh) Caja Ordenador 20 cm x 16 cm x 8 cm KC-20 20 Llaves,Multimarca EPP (Sh) Caja Ordenador 20 cm x 16 cm x 8 cm KC-20 20 Llaves,https://s3.amazonaws.com/co-prod-shared-images/024dec75-4e61-4b75-943d-5519f3af86d0
Multimarca,270223074046694,EPP,(Sh) Set Organizador 279mmx184mmx254mmx4pzs,Multimarca EPP (Sh) Set Organizador 279mmx184mmx254mmx4pzs,https://s3.amazonaws.com/co-prod-shared-images/8319e1aa-785a-48c8-84e3-e9e391bd12bb
Multimarca,280132074072219,"Aseo, Baños y Cocinas","(Sh) Esquinero pvc imitacion madera 2,40 mt","Multimarca Aseo, Baños y Cocinas (Sh) Esquinero pvc imitacion madera 2,40 mt",https://s3.amazonaws.com/co-prod-shared-images/409b1a20-de2c-4620-b2e6-127e1c92f3c2
Multimarca,180260074073331,EPP,(Sh) Bota Micro Negra Con Puntera De Rh Talla 41,Multimarca EPP (Sh) Bota Micro Negra Con Puntera De Rh Talla 41,https://s3.amazonaws.com/co-prod-shared-images/c19dd5b1-da66-4db1-aef2-9795c3e3fcf2
Multimarca,180350074074342,EPP,"(Sh) Rejilla con Sosco 3""X 2"" Social Silplas","Multimarca EPP (Sh) Rejilla con Sosco 3""X 2"" Social Silplas",https://s3.amazonaws.com/co-prod-shared-images/009c266b-9bf9-4302-93fb-579255bb83f8
Munich,2501600U2031226,Herramientas,Motobomba centrífuga Munich Siemens Hp 1/2,Munich Herramientas Motobomba centrífuga Munich Siemens Hp 1/2,https://s3.amazonaws.com/mx-prod-shared-images/89b1a530-ae8d-47d7-868b-7c2856ba201c
Munich,2501600U2031225,Herramientas,Motobomba centrífuga Munich Siemens Hp 1,Munich Herramientas Motobomba centrífuga Munich Siemens Hp 1,https://s3.amazonaws.com/mx-prod-shared-images/be0f1302-0f96-42f6-9d0a-81a2fbeb84d1
Nacobre,26020011M032233,"Aseo, Baños y Cocinas","Fléxico fregadero alum 1/2"" x 1/2"" x 0.55m","Nacobre Aseo, Baños y Cocinas Fléxico fregadero alum 1/2"" x 1/2"" x 0.55m",https://s3.amazonaws.com/mx-prod-shared-images/541b94a3-7433-444e-96d0-dc1dce21c434
Nacobre,16060011M010697,Plomería,"Tubo de cobre 1/2"" Cobrecel tipo N X 6.1m","Nacobre Plomería Tubo de cobre 1/2"" Cobrecel tipo N X 6.1m",https://s3.amazonaws.com/mx-prod-shared-images/49741ad6-e6dd-4c8a-88d2-2b4658353d6f
Nacobre,16061201M032612,Plomería,"Codo de Cobre 90° C.C. 1/2""","Nacobre Plomería Codo de Cobre 90° C.C. 1/2""",https://s3.amazonaws.com/mx-prod-shared-images/3aa9196d-3571-42da-948a-182a905ba01a
Nacobre,16061001M032517,Plomería,"Conector Rosca Interior 1/2""","Nacobre Plomería Conector Rosca Interior 1/2""",https://s3.amazonaws.com/mx-prod-shared-images/75ea64a2-b74d-431c-bc6e-49375d629ffa
Nacobre,26020011M032232,"Aseo, Baños y Cocinas","Fléxico Lavabo Aluminio 1/2"" x 1/2"" x 0.40m","Nacobre Aseo, Baños y Cocinas Fléxico Lavabo Aluminio 1/2"" x 1/2"" x 0.40m",https://s3.amazonaws.com/mx-prod-shared-images/ce2588fb-fcc1-430f-ad6c-de34a7cdf461
Nacobre,16040011M032173,Plomería,Pigtail tuerca invertida PTI6x50,Nacobre Plomería Pigtail tuerca invertida PTI6x50,https://s3.amazonaws.com/mx-prod-shared-images/c4296df6-c7b1-403f-a60f-81c0301d3ebe
Nacobre,16060011M016258,Plomería,"Tubo cobre Rig L 3/4"" 19 mm x 6.10 m","Nacobre Plomería Tubo cobre Rig L 3/4"" 19 mm x 6.10 m",https://s3.amazonaws.com/mx-prod-shared-images/f847c95c-9a4f-4395-917d-d775bff09f81
Nacobre,16041001M032202,Plomería,"Fléxico aluminio gas FGA 3/8"" x 2m","Nacobre Plomería Fléxico aluminio gas FGA 3/8"" x 2m",https://s3.amazonaws.com/mx-prod-shared-images/65dd86e2-66a4-408b-8c2b-a07fee99ecf3
Nacobre,16102001M032230,"Aseo, Baños y Cocinas","Válvula angular compresión 1/2""","Nacobre Aseo, Baños y Cocinas Válvula angular compresión 1/2""",https://s3.amazonaws.com/mx-prod-shared-images/0dd2cdbd-ec61-4823-891c-6730142934c5
Nacobre,16040011M032197,Plomería,Regulador c. punta pol suave con maneral,Nacobre Plomería Regulador c. punta pol suave con maneral,https://s3.amazonaws.com/mx-prod-shared-images/66d56e55-33c1-407d-8413-99e383ec04e6
Nacobre,16041001M032203,Plomería,"Manguera usos generales 3/8"" x 3/8"" x 3m","Nacobre Plomería Manguera usos generales 3/8"" x 3/8"" x 3m",https://s3.amazonaws.com/mx-prod-shared-images/9545d5b0-0eea-44c9-bedb-f4cd1e82813f
Nacobre,16061301M032444,Plomería,"Tee Cobre C.C.C. 1/2""","Nacobre Plomería Tee Cobre C.C.C. 1/2""",https://s3.amazonaws.com/mx-prod-shared-images/e4c96386-8363-47ca-8471-9de272d24f5d
Nacobre,16060011M016256,Plomería,"Tubo cobre Rig M 1"" 25 mm x 6.10 m","Nacobre Plomería Tubo cobre Rig M 1"" 25 mm x 6.10 m",https://s3.amazonaws.com/mx-prod-shared-images/c22acee2-cd67-46f8-ac24-aa686f912ad0
Nacobre,16060011M010698,Plomería,"Tubo de cobre 3/4"" Cobrecel tipo N X 6.1m","Nacobre Plomería Tubo de cobre 3/4"" Cobrecel tipo N X 6.1m",https://s3.amazonaws.com/mx-prod-shared-images/833aa072-23bb-45d5-a1f1-5ec03c40d98c
Nacobre,16061201M032609,Plomería,"Codo de Cobre 90° C.C. 3/4""","Nacobre Plomería Codo de Cobre 90° C.C. 3/4""",https://s3.amazonaws.com/mx-prod-shared-images/5e61e9a5-d7a0-4032-880e-45712f01f991
Nacobre,16080101M032212,Plomería,"Válvula tinaco 1/2""","Nacobre Plomería Válvula tinaco 1/2""",https://s3.amazonaws.com/mx-prod-shared-images/a85dbc13-4dba-498d-bb6e-d8dea2382521
Nacobre,16061001M032742,Plomería,"Conector Rosca Exterior 1/2""","Nacobre Plomería Conector Rosca Exterior 1/2""",https://s3.amazonaws.com/mx-prod-shared-images/ecc262f6-5642-4cf6-a649-040a64a53f32
Nacobre,16102001M032231,"Aseo, Baños y Cocinas","Válvula angular compr. hembra 1/2"" x 1/2""","Nacobre Aseo, Baños y Cocinas Válvula angular compr. hembra 1/2"" x 1/2""",https://s3.amazonaws.com/mx-prod-shared-images/096c4ace-64bb-4ae3-82da-28a99e27b7bf
Nicholson,2001110Y5032358,Herramientas,Segueta Bimetálica 18 D,Nicholson Herramientas Segueta Bimetálica 18 D,https://s3.amazonaws.com/co-prod-shared-images/3be74314-176f-422c-b758-2aeb5cc4e0bd
Nicholson,2001110Y5032359,Herramientas,Segueta Bimetálica 24 D,Nicholson Herramientas Segueta Bimetálica 24 D,https://s3.amazonaws.com/co-prod-shared-images/0b4452ee-db67-42cf-a9e8-5b96089bd563
Omega,16050104O033267,Plomería,Soldadura Omega Sólida 50 MINI 70 g,Omega Plomería Soldadura Omega Sólida 50 MINI 70 g,https://s3.amazonaws.com/mx-prod-shared-images/900cc48c-fd57-4271-9ffa-5eccd84d2f2d
