Brand,Category,Subcategory,Section,Product,combinado,Sku,Url
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Sifón Sanitario 180° 2"" x 10 und","Tigre Sifón Sanitario 180° 2"" x 10 und",16021902A008234,https://s3.amazonaws.com/co-prod-shared-images/3a1e5448-8319-4dcf-8e88-80245073be62
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Yee Sanitaria Reducida 4"" x 2""","Tigre Yee Sanitaria Reducida 4"" x 2""",16021602A004520,https://s3.amazonaws.com/co-prod-shared-images/3e7e7833-002d-4850-83bf-1b6a98f614b3
Tigre,Tubería,Soldaduras PVC,Plomería,Soldadura PVC 1/8 Gal,Tigre Soldadura PVC 1/8 Gal,16050012A004530,https://s3.amazonaws.com/co-prod-shared-images/44ae0e3b-1489-4b9c-a6da-9fec2c458ef5
Tigre,Tubería,Línea CPVC,Plomería,"Codo 90° CPVC 1"" x 5 und","Tigre Codo 90° CPVC 1"" x 5 und",16022302A008178,https://s3.amazonaws.com/co-prod-shared-images/6c58cbf0-8713-40de-a60c-58ac1276821f
Tigre,Tubería,Línea CPVC,Plomería,"Tapon Hembra CPVC 1"" x 6 und","Tigre Tapon Hembra CPVC 1"" x 6 und",16022702A008172,https://s3.amazonaws.com/co-prod-shared-images/70ce1501-7c43-4542-b6d1-e1c665875189
Tigre,Tubería,Línea CPVC,Plomería,"Codo 90º CPVC 3/4""","Tigre Codo 90º CPVC 3/4""",16022302A004439,https://s3.amazonaws.com/co-prod-shared-images/6f3c854f-1e67-4600-bb78-d7504b95c93f
Tigre,Tubería,Soldaduras PVC,Plomería,Solucion Preparadora 1/32 Gl X 48 un.,Tigre Solucion Preparadora 1/32 Gl X 48 un.,16052002A005747,https://s3.amazonaws.com/co-prod-shared-images/3919582a-6fd8-4690-a98b-3882ee242f51
Tigre,Tubería,Línea CPVC,Plomería,"Buje Reducción CPVC 1"" x 3/4""","Tigre Buje Reducción CPVC 1"" x 3/4""",16022802A004426,https://s3.amazonaws.com/co-prod-shared-images/51220a65-2948-4ab5-af81-bd0f53c2e082
Tigre,Tubería,Línea Presión PVC,Plomería,"Codo Presión 45º 3/4""","Tigre Codo Presión 45º 3/4""",16020302A004374,https://s3.amazonaws.com/co-prod-shared-images/56ac1c16-6b18-4394-b1a4-7ebb4204e805
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Unión Sanitaria 3"" x 10 un","Tigre Unión Sanitaria 3"" x 10 un",16021502A008209,https://s3.amazonaws.com/co-prod-shared-images/64b13f4a-9c22-414d-aab7-3992766a6424
Tigre,Tubería,Línea Presión PVC,Plomería,"Codo 90° Soldable 1 1/2"" x 5 und","Tigre Codo 90° Soldable 1 1/2"" x 5 und",16020302A008133,https://s3.amazonaws.com/co-prod-shared-images/716edcf3-754f-4654-870e-f026e361e414
Tigre,Tubería,Línea Presión PVC,Plomería,"Adaptador Presión Hembra 2""","Tigre Adaptador Presión Hembra 2""",16020102A004344,https://s3.amazonaws.com/co-prod-shared-images/84cc5eb9-83d1-4ac7-a524-a47dbe6a6266
Tigre,Tubería,Línea Presión PVC,Plomería,"Universal Soldable 1 1/2"" X 10 un.","Tigre Universal Soldable 1 1/2"" X 10 un.",16020502A005631,https://s3.amazonaws.com/co-prod-shared-images/46c11f8a-8e1b-4be2-bd19-6cef1296462f
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Codo Sanitario Reventilado 4"" x 2""","Tigre Codo Sanitario Reventilado 4"" x 2""",16021302A004531,https://s3.amazonaws.com/co-prod-shared-images/47390f6d-b371-44a0-81f0-837ad5e59c0f
Tigre,Tubería,Línea Presión PVC,Plomería,"Codo Presión 90º 1.1/4""","Tigre Codo Presión 90º 1.1/4""",16020302A004382,https://s3.amazonaws.com/co-prod-shared-images/49d8a105-fbf2-4955-99ad-d86bbbfdcbc5
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Buje Sanitario 2"" x 1.1/2""","Tigre Buje Sanitario 2"" x 1.1/2""",16021802A004452,https://s3.amazonaws.com/co-prod-shared-images/484220b3-b36c-4c40-b774-548e5e096723
Tigre,Tubería,Línea Presión PVC,Plomería,"Buje Presión Soldado 1.1/4"" x 1""","Tigre Buje Presión Soldado 1.1/4"" x 1""",16020802A004358,https://s3.amazonaws.com/co-prod-shared-images/63630fe1-727e-442c-a106-47eb9418e747
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Adaptador Limpieza Sanitaria 3"" x 5 und","Tigre Adaptador Limpieza Sanitaria 3"" x 5 und",16021102A008217,https://s3.amazonaws.com/co-prod-shared-images/8353e1aa-837a-4d03-a2bd-90bc2a2c71d1
Tigre,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Curva Conduit CXE 90º 1.1/4""","Tigre Curva Conduit CXE 90º 1.1/4""",17021402A004487,https://s3.amazonaws.com/co-prod-shared-images/82d478cd-bf20-460c-b9ef-323f0a2e656b
Tigre,Tubería,Línea Presión PVC,Plomería,"Unión Presión 2-1/2""","Tigre Unión Presión 2-1/2""",16020502A004398,https://s3.amazonaws.com/co-prod-shared-images/7751fe1c-a905-4ad5-904f-64d84ee5f2b5
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Unión Sanitaria 3""","Tigre Unión Sanitaria 3""",16021502A004480,https://s3.amazonaws.com/co-prod-shared-images/78523638-e8be-4f05-864d-5c16f7b17933
Tigre,Tubería,Línea Presión PVC,Plomería,"Codo 45° Soldable 2 1/2"" X 10 un.","Tigre Codo 45° Soldable 2 1/2"" X 10 un.",16020302A005582,https://s3.amazonaws.com/co-prod-shared-images/7f1bb01e-b7e2-4f7f-adc5-2e2fd43263f2
Tigre,Tubería,Línea Presión PVC,Plomería,"Adaptador macho 1 1/4"" x 5 und","Tigre Adaptador macho 1 1/4"" x 5 und",16020102A008117,https://s3.amazonaws.com/co-prod-shared-images/8a7c8424-3619-4025-b4fd-72fa519cfe01
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Codo Sanitario 90º CxC 6""","Tigre Codo Sanitario 90º CxC 6""",16021302A004563,https://s3.amazonaws.com/co-prod-shared-images/8ebc7b9e-662d-48fe-a381-8b7f7a6893ac
Tigre,Tubería,Línea Presión PVC,Plomería,"Codo Presión 45º - 2-1/2""","Tigre Codo Presión 45º - 2-1/2""",16020302A004379,https://s3.amazonaws.com/co-prod-shared-images/9aa102cd-e96b-4b03-a799-3121b619685e
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria Doble 3"" x 3 und","Tigre Tee Sanitaria Doble 3"" x 3 und",16021402A008226,https://s3.amazonaws.com/co-prod-shared-images/b460ab7a-2fab-4c91-a0ac-32c6d8d1f5d3
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria 1 1/2"" x 10 und","Tigre Tee Sanitaria 1 1/2"" x 10 und",16021402A008219,https://s3.amazonaws.com/co-prod-shared-images/b672ae25-cc0d-4eda-b53c-2f7108ade211
Tigre,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Curva 90° Conduit Gris 3/4"" x 15 und","Tigre Curva 90° Conduit Gris 3/4"" x 15 und",17021402A008158,https://s3.amazonaws.com/co-prod-shared-images/cba1d3fd-c7cc-43d4-8b3c-1282dd597ffa
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Unión Sanitaria 3"" X 70 un.","Tigre Unión Sanitaria 3"" X 70 un.",16021502A005701,https://s3.amazonaws.com/co-prod-shared-images/d349d072-92fb-4b9f-b3d5-e82f1c0c709c
Tigre,Tubería,Soldaduras PVC,Plomería,Adhesivo 310 ml Blanco,Tigre Adhesivo 310 ml Blanco,16053102A004517,https://s3.amazonaws.com/co-prod-shared-images/d76e18c2-a490-4c75-a33a-90cbddd2f06b
Tigre,Tubería,Línea Presión PVC,Plomería,"Tubo PVC Presión Jei Rde 21 - 8"" X 6m","Tigre Tubo PVC Presión Jei Rde 21 - 8"" X 6m",16010012A004325,https://s3.amazonaws.com/co-prod-shared-images/d9ddd494-42d1-4ee6-92fb-54e17235740e
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Buje Sanitario 6"" x 4""","Tigre Buje Sanitario 6"" x 4""",16021802A004537,https://s3.amazonaws.com/co-prod-shared-images/da7140b5-8afd-456b-8770-25ae1154b11e
Tigre,Tubería,Línea Presión PVC,Plomería,"Codo 45° Soldable 1"" X 50 un.","Tigre Codo 45° Soldable 1"" X 50 un.",16020302A005578,https://s3.amazonaws.com/co-prod-shared-images/e198f188-334e-4f43-bebf-3ec3e16bd77d
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tubo Sanitario 2"" - 6 m","Tigre Tubo Sanitario 2"" - 6 m",16021002A004577,https://s3.amazonaws.com/co-prod-shared-images/e4133c91-ca51-4d1d-82d8-dfa085c4425e
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria Doble 3""","Tigre Tee Sanitaria Doble 3""",16021402A004523,https://s3.amazonaws.com/co-prod-shared-images/e9984518-6b54-447b-b699-09ba561b1877
Tigre,Tubería,Línea Presión PVC,Plomería,"Universal Presión Soldable 1.1/4""","Tigre Universal Presión Soldable 1.1/4""",16020502A004484,https://s3.amazonaws.com/co-prod-shared-images/ee97026a-e213-416f-bb8e-808a310d48bf
Tigre,Tubería,Línea Presión PVC,Plomería,"Codo 45° Soldable 2"" x 5 und","Tigre Codo 45° Soldable 2"" x 5 und",16020302A008131,https://s3.amazonaws.com/co-prod-shared-images/057d95f8-23b5-4d49-8a20-b381d70bc1fb
Tigre,Tubería,Línea Presión PVC,Plomería,"Codo 90° Presión Soldable 1"" x 25 un","Tigre Codo 90° Presión Soldable 1"" x 25 un",16020302A008136,https://s3.amazonaws.com/co-prod-shared-images/ff7b8d0e-837d-4cc0-b654-8c4f609f3b87
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Sifón Sanitario 180º 1.1/2""","Tigre Sifón Sanitario 180º 1.1/2""",16021902A004476,https://s3.amazonaws.com/co-prod-shared-images/1e97b823-0334-4ccd-b359-1e6f972b828b
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria Red 4"" X 3"" x 3 un","Tigre Tee Sanitaria Red 4"" X 3"" x 3 un",16021402A008225,https://s3.amazonaws.com/co-prod-shared-images/28693a04-1096-4684-ab55-e90ef1fb67c7
Tigre,Tubería,Línea CPVC,Plomería,"Tee CPVC 3/4""","Tigre Tee CPVC 3/4""",16022402A004444,https://s3.amazonaws.com/co-prod-shared-images/267fd03f-c835-4618-95e5-e4a8570cf964
Tigre,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Tubo Conduit SCH 40 1.1/4"" - 3m","Tigre Tubo Conduit SCH 40 1.1/4"" - 3m",17020012A004564,https://s3.amazonaws.com/co-prod-shared-images/7cb845e6-cb4e-4f88-9fdc-2508062e75e8
Tigre,Tubería,Línea Presión PVC,Plomería,"Buje Presión Soldable 1-1/4"" x 3/4"" x 25 un","Tigre Buje Presión Soldable 1-1/4"" x 3/4"" x 25 un",16020802A005560,https://s3.amazonaws.com/co-prod-shared-images/806fe5c6-823f-4851-89ef-0ee2c884eb2d
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Buje Sanitario 4"" x 2""","Tigre Buje Sanitario 4"" x 2""",16021802A004498,https://s3.amazonaws.com/co-prod-shared-images/a71b90a1-7749-4ff8-95d7-643bd4a79311
Tigre,Tubería,Línea Presión PVC,Plomería,"Unión Presión 1.1/2""","Tigre Unión Presión 1.1/2""",16020502A004396,https://s3.amazonaws.com/co-prod-shared-images/b868df27-8790-4d26-9e86-6533a44f550b
Tigre,Tubería,Línea CPVC,Plomería,"Union Universal CPVC 3/4"" X 10 un.","Tigre Union Universal CPVC 3/4"" X 10 un.",16022502A005669,https://s3.amazonaws.com/co-prod-shared-images/bfdd78e0-b97b-4bc9-b4fe-b83041e0da80
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Sifón Sanitario 180° 2"" X 55 un.","Tigre Sifón Sanitario 180° 2"" X 55 un.",16021902A005730,https://s3.amazonaws.com/co-prod-shared-images/cd095e3f-967b-42c1-ab35-2ea9993514f5
Tigre,Tubería,Línea Presión PVC,Plomería,"Buje Presión Soldado 4"" x 2""","Tigre Buje Presión Soldado 4"" x 2""",16020802A004419,https://s3.amazonaws.com/co-prod-shared-images/d93c625d-e7d0-4f50-a01f-64321e063f96
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria 2"" x 5 un","Tigre Tee Sanitaria 2"" x 5 un",16021402A008220,https://s3.amazonaws.com/co-prod-shared-images/d8f5ac98-cf92-4c2d-b2a3-ead39977492a
Tigre,Tubería,Línea Presión PVC,Plomería,"Tee Presión 2""","Tigre Tee Presión 2""",16020402A004407,https://s3.amazonaws.com/co-prod-shared-images/f55b886f-302b-451a-95d7-8d90e5a1d5bf
Tigre,Tubería,Línea CPVC,Plomería,"Union Universal CPVC 1/2"" x 5 und","Tigre Union Universal CPVC 1/2"" x 5 und",16022502A008185,https://s3.amazonaws.com/co-prod-shared-images/fa54e002-6c09-471a-bd89-8f97642f9be3
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria Doble 4""","Tigre Tee Sanitaria Doble 4""",16021402A004542,https://s3.amazonaws.com/co-prod-shared-images/204469a4-c930-47b9-a796-1eff445eff2a
Tigre,Tubería,Línea Presión PVC,Plomería,"Tapón Presión Roscado 4""","Tigre Tapón Presión Roscado 4""",16020702A004338,https://s3.amazonaws.com/co-prod-shared-images/22578fb5-640e-4b12-9b17-1fa20e10df9a
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Codo Sanitario 90° 4"" C X E x 6 und","Tigre Codo Sanitario 90° 4"" C X E x 6 und",16021302A008201,https://s3.amazonaws.com/co-prod-shared-images/2513a97d-8d02-4266-ae6c-0b8071f8eef3
Tigre,Tubería,Línea CPVC,Plomería,"Union Sencilla CPVC 1"" x 5 und","Tigre Union Sencilla CPVC 1"" x 5 und",16022502A008181,https://s3.amazonaws.com/co-prod-shared-images/2593f369-bd65-421f-b09a-e448201673c1
Tigre,Tubería,Línea Presión PVC,Plomería,"Buje Soldable 1 1/2"" X 3/4"" x 5 und","Tigre Buje Soldable 1 1/2"" X 3/4"" x 5 und",16020802A008122,https://s3.amazonaws.com/co-prod-shared-images/2774316a-e0d0-4602-8382-ed20611d5448
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tapa Prueba Sanitaria 2"" x 30 und","Tigre Tapa Prueba Sanitaria 2"" x 30 und",16021702A008213,https://s3.amazonaws.com/co-prod-shared-images/2b39a562-e53b-4e0d-b3c3-04ba9dab6476
Tigre,Tubería,Línea Presión PVC,Plomería,"Tee 90° Soldable 2 1/2"" X 6 un.","Tigre Tee 90° Soldable 2 1/2"" X 6 un.",16020402A005611,https://s3.amazonaws.com/co-prod-shared-images/33de0786-35ce-4909-af79-5ce64ac4994d
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Codo Sanitario 90º CxC 3""","Tigre Codo Sanitario 90º CxC 3""",16021302A004509,https://s3.amazonaws.com/co-prod-shared-images/74855d3d-76e0-4dd1-9c8a-e01469a25c9b
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Buje Sanitario Soldable 3"" X 1 1/2"" X 45 un.","Tigre Buje Sanitario Soldable 3"" X 1 1/2"" X 45 un.",16021802A005673,https://s3.amazonaws.com/co-prod-shared-images/7ca84bf7-fa5b-4178-b685-72544d1802ed
Tigre,Tubería,Línea Presión PVC,Plomería,"Tubo Presión RDE 11 / 3/4"" - 6m","Tigre Tubo Presión RDE 11 / 3/4"" - 6m",16010012A004307,https://s3.amazonaws.com/co-prod-shared-images/8fa68c5d-016b-4e3d-98ce-64bebc23ebe9
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tubo Sanitaria 4"" x 6m - Donación","Tigre Tubo Sanitaria 4"" x 6m - Donación",16021002A006952,https://s3.amazonaws.com/co-prod-shared-images/b9f675e1-c371-4733-aa74-7236c6cdce75
Tigre,Tubería,Soldaduras PVC,Plomería,Limpiador 1/4 Gal (760 gr),Tigre Limpiador 1/4 Gal (760 gr),16052002A004532,https://s3.amazonaws.com/co-prod-shared-images/bf54f632-5435-4f53-b05e-28e980cd92b6
Tigre,Tubería,Línea Presión PVC,Plomería,"Tee 90° Soldable 1"" x 25 und","Tigre Tee 90° Soldable 1"" x 25 und",16020402A008139,https://s3.amazonaws.com/co-prod-shared-images/ccc5a46a-2ce3-406b-8046-c709a84761d0
Tigre,Eléctricos e Iluminación,Ducto Eléctrico / Telefónico,Plomería,"Ducto Telefono-Electricidad DB 3"" X 3m","Tigre Ducto Telefono-Electricidad DB 3"" X 3m",17020012A004573,https://s3.amazonaws.com/co-prod-shared-images/00284bf0-ae05-4569-b318-cd36a8412aa3
Tigre,Tubería,Soldaduras PVC,Plomería,Soldadura CPVC 1/16 Gal,Tigre Soldadura CPVC 1/16 Gal,16050102A004478,https://s3.amazonaws.com/co-prod-shared-images/d1a3a034-304e-41fb-a926-057c93560634
Tigre,Tubería,Línea Presión PVC,Plomería,"Buje Soldable 1"" X 3/4"" X 50 un.","Tigre Buje Soldable 1"" X 3/4"" X 50 un.",16020802A005558,https://s3.amazonaws.com/co-prod-shared-images/0518cb57-e6aa-4642-9fa0-04b4db265a9a
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Yee Sanitaria 2"" x 10 un","Tigre Yee Sanitaria 2"" x 10 un",16021602A008203,https://s3.amazonaws.com/co-prod-shared-images/e738dc15-83ba-4e8c-bd45-240e8fcb51d9
Tigre,Tubería,Línea CPVC,Plomería,"Tubo CPVC 1"" - 3m","Tigre Tubo CPVC 1"" - 3m",16023002A004553,https://s3.amazonaws.com/co-prod-shared-images/ed7f50ff-d3a1-4ea4-9a12-b6d61e3faa6d
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Sifón Sanitario 135° 4"" x 3 und","Tigre Sifón Sanitario 135° 4"" x 3 und",16021902A008229,https://s3.amazonaws.com/co-prod-shared-images/f29ab2ed-74c1-44e8-a3c0-e692f449951e
Tigre,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Curva Conduit CXE 90º 3/4""","Tigre Curva Conduit CXE 90º 3/4""",17021402A004456,https://s3.amazonaws.com/co-prod-shared-images/fcf42cd6-ae4e-4f6f-8660-02f6c020a1d7
Tigre,Tubería,Línea Presión PVC,Plomería,"Unión Soldable 2"" X 10 un.","Tigre Unión Soldable 2"" X 10 un.",16020502A005600,https://s3.amazonaws.com/co-prod-shared-images/29e9891b-11fd-40cd-aa34-e7497f9676f3
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Adaptador Limpieza Sanitaria 4""","Tigre Adaptador Limpieza Sanitaria 4""",16021102A004507,https://s3.amazonaws.com/co-prod-shared-images/2dc96b47-2be4-46a5-aba4-fd7f02d8b66d
Tigre,Tubería,Soldaduras PVC,Plomería,Cemento Solvente Para CPVC 1/8 Gl X 24 un.,Tigre Cemento Solvente Para CPVC 1/8 Gl X 24 un.,16050102A005742,https://s3.amazonaws.com/co-prod-shared-images/383233d7-f0f0-470b-9d7a-efac8f0bf542
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Yee Sanitaria 3"" X 2"" X 35 un.","Tigre Yee Sanitaria 3"" X 2"" X 35 un.",16021602A005694,https://s3.amazonaws.com/co-prod-shared-images/357d21c8-a0c9-4c0b-9d51-355b75e567a7
Tigre,Tubería,Línea Presión PVC,Plomería,"Unión Soldable 1/2"" X 50 un.","Tigre Unión Soldable 1/2"" X 50 un.",16020502A005594,https://s3.amazonaws.com/co-prod-shared-images/641fd7e3-e68b-4e55-b6a8-beecb4455b2b
Tigre,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Tuberia Conduit Gris 1/2"" X 3m","Tigre Tuberia Conduit Gris 1/2"" X 3m",17020012A004547,https://s3.amazonaws.com/co-prod-shared-images/64cf8c0b-095a-4c76-851f-0cc106cd2e3f
Tigre,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Tigreflex 3/4"" - 50m","Tigre Tigreflex 3/4"" - 50m",16020102A004574,https://s3.amazonaws.com/co-prod-shared-images/6a98e011-b149-4861-85aa-652dbe146f92
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Sifón Sanitario 180° 2""","Tigre Sifón Sanitario 180° 2""",16021902A004491,https://s3.amazonaws.com/co-prod-shared-images/2e6f3df3-2d15-494c-b223-2e20dc887579
Tigre,Tubería,Línea Presión PVC,Plomería,"Buje Presión Soldado 2-1/2"" x 1-1/2""","Tigre Buje Presión Soldado 2-1/2"" x 1-1/2""",16020802A004417,https://s3.amazonaws.com/co-prod-shared-images/682483f4-2342-41c2-90b9-83cafd433160
Tigre,Tubería,Línea Presión PVC,Plomería,"Buje Presión Soldable 1-1/4"" x 1"" x 25 un","Tigre Buje Presión Soldable 1-1/4"" x 1"" x 25 un",16020802A005561,https://s3.amazonaws.com/co-prod-shared-images/78a1e05d-2170-4caf-82a6-a0bc1c5e2099
Tigre,Tubería,Línea Presión PVC,Plomería,"Unión Presión Soldable 1"" x 50 un","Tigre Unión Presión Soldable 1"" x 50 un",16020502A005597,https://s3.amazonaws.com/co-prod-shared-images/a2ec50d7-fe4b-4308-8334-b6a0cde6a247
Tigre,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Curva 90° Conduit Gris 1/2"" x 25 und","Tigre Curva 90° Conduit Gris 1/2"" x 25 und",17021402A008157,https://s3.amazonaws.com/co-prod-shared-images/93a7226d-b836-425a-8575-810e8b8f4e6a
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria 1.1/2""","Tigre Tee Sanitaria 1.1/2""",16021402A004475,https://s3.amazonaws.com/co-prod-shared-images/95f004d6-9640-4b5c-9de9-f4961725fa1b
Tigre,Eléctricos e Iluminación,Tubería y Canalización,Plomería,"Curva 90° Conduit Tipo A 1"" x 6 und","Tigre Curva 90° Conduit Tipo A 1"" x 6 und",17021402A008164,https://s3.amazonaws.com/co-prod-shared-images/99b20d16-e711-4345-a531-4ee3c9698f5f
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Buje Sanitario 3"" x 2""","Tigre Buje Sanitario 3"" x 2""",16021802A004479,https://s3.amazonaws.com/co-prod-shared-images/ac6cd39a-d31b-46d2-857b-508dddeeed4b
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria Red 4"" X 2"" x 3 und","Tigre Tee Sanitaria Red 4"" X 2"" x 3 und",16021402A008224,https://s3.amazonaws.com/co-prod-shared-images/c9061a7f-7ea9-48a6-9b60-0536940666ea
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Tee Sanitaria 3"" X 20 un.","Tigre Tee Sanitaria 3"" X 20 un.",16021402A005714,https://s3.amazonaws.com/co-prod-shared-images/ce0905e2-1f59-48cb-9aff-6cd424cbe6af
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Yee Sanitaria Reducida 4"" x 3""","Tigre Yee Sanitaria Reducida 4"" x 3""",16021602A004534,https://s3.amazonaws.com/co-prod-shared-images/d5a6322c-d8be-499d-98f3-f5d25def7cf6
Tigre,Eléctricos e Iluminación,Cajas de Derivación,Electricos,Caja Eléctrica Octogonal X 10 un.,Tigre Caja Eléctrica Octogonal X 10 un.,17031102A005633,https://s3.amazonaws.com/co-prod-shared-images/d6e2511c-c12d-44a1-a6cd-595341b63eff
Tigre,Tubería,Línea Presión PVC,Plomería,"Unión Soldable 1 1/2"" X 25 un.","Tigre Unión Soldable 1 1/2"" X 25 un.",16020502A005599,https://s3.amazonaws.com/co-prod-shared-images/d99bff50-4cb1-4520-9de4-3cabb8e4ad47
Tigre,Tubería,Línea CPVC,Plomería,"Adaptador macho 1/2"" CPVC x 25 und","Tigre Adaptador macho 1/2"" CPVC x 25 und",16022102A008188,https://s3.amazonaws.com/co-prod-shared-images/02527c8f-16a0-4d24-a8bd-898d389484db
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Adaptador Limpieza Sanitaria 4"" X 40 un.","Tigre Adaptador Limpieza Sanitaria 4"" X 40 un.",16021102A005711,https://s3.amazonaws.com/co-prod-shared-images/e1b91d2c-bf2e-44f2-99f4-8846f77efbd6
Tigre,Tubería,Línea Presión PVC,Plomería,"Tapón Presión Soldado 4""","Tigre Tapón Presión Soldado 4""",16020702A004372,https://s3.amazonaws.com/co-prod-shared-images/ee3be14f-31a8-4c3f-8535-11de61433c4e
Tigre,Tubería,Línea Presión PVC,Plomería,"Adaptador macho presión 2 1/2"" x 5 und","Tigre Adaptador macho presión 2 1/2"" x 5 und",16020102A008149,https://s3.amazonaws.com/co-prod-shared-images/efaf2590-dc8f-434f-a2cf-056bc642baa1
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Codo Sanitario 90º CxC 1-1/2""","Tigre Codo Sanitario 90º CxC 1-1/2""",16021302A004464,https://s3.amazonaws.com/co-prod-shared-images/1282f1e2-9683-4c67-b1d1-9960f65d5a53
Tigre,Eléctricos e Iluminación,Cajas de Derivación,Electricos,"Caja Eléctrica 4"" X 4"" X 10 un.","Tigre Caja Eléctrica 4"" X 4"" X 10 un.",17031102A005635,https://s3.amazonaws.com/co-prod-shared-images/f78c6501-0d15-4b64-b663-bc07cb825d13
Tigre,Tubería,Línea Presión PVC,Plomería,"Tapón Hembra Soldable 3/4""","Tigre Tapón Hembra Soldable 3/4""",16020702A004367,https://s3.amazonaws.com/co-prod-shared-images/3351ba07-3a5b-4c29-8dcf-c63d3027cd79
Tigre,Tubería,Soldaduras PVC,Plomería,Cemento Solvente Para PVC 1/128 Gl X 60 un.,Tigre Cemento Solvente Para PVC 1/128 Gl X 60 un.,16050012A005732,https://s3.amazonaws.com/co-prod-shared-images/4f6a5eca-8083-43aa-beb0-d618ade6bbef
Tigre,Tubería,Línea Sanitaria - Ventilación PVC,Plomería,"Sifón Sanitario 180° 1 1/2"" C/Tapa x 10 und","Tigre Sifón Sanitario 180° 1 1/2"" C/Tapa x 10 und",16021902A008230,https://s3.amazonaws.com/co-prod-shared-images/742483e2-19f9-4492-b44d-987d99bae61d
Tigre,Tubería,Línea Presión PVC,Plomería,"Codo 90° Soldable 1 1/2"" X 25 un.","Tigre Codo 90° Soldable 1 1/2"" X 25 un.",16020302A005586,https://s3.amazonaws.com/co-prod-shared-images/780c448b-868c-4a89-9ab2-2797c57dbab3
Tigre,Tubería,Línea Presión PVC,Plomería,"Tubo Presión RDE 13,5 / 1""  - 6m","Tigre Tubo Presión RDE 13,5 / 1""  - 6m",16010012A004310,https://s3.amazonaws.com/co-prod-shared-images/911bba37-1c6f-47ac-a23d-2eec61cd532b
Tigre,Tubería,Línea Presión PVC,Plomería,"Tapón Hembra Soldable 3"" Sch40 X 20 un.","Tigre Tapón Hembra Soldable 3"" Sch40 X 20 un.",16020702A005574,https://s3.amazonaws.com/co-prod-shared-images/a9112940-d1ca-43d0-b336-e352416e6892
Tigre,Tubería,Línea Presión PVC,Plomería,"Buje Presión Soldado 3"" x 2-1/2""","Tigre Buje Presión Soldado 3"" x 2-1/2""",16020802A004416,https://s3.amazonaws.com/co-prod-shared-images/c2687e3c-cdba-4eea-a1ed-c7148b3ae374
